player_a,player_b,team,season,chemistry,usg_overlap,usg_sum,obpm_diff,dbpm_diff,dbpm_sum,twoway_complement,ast_diff,ts_diff,age_diff,bpm_max,bpm_min,bpm_diff,shared_min
T.J. McConnell,Bennedict Mathurin,IND,2023-24,-2.49,0.003,0.455,4.1,2.4,-2.2,-3.08,0.301,0.024,10.0,3.0,-3.4,6.4,598.5
Dennis Schröder,Dorian Finney-Smith,BKN,2023-24,-2.5,0.07,0.334,1.5,1.3,-1.5,1.71,0.204,0.004,1.0,-1.9,-2.0,0.1,571.2
Jalen Wilson,Tyrese Martin,BKN,2024-25,-2.5,0.018,0.34,1.2,0.1,-2.5,-0.26,0.04,0.008,2.0,-2.6,-3.9,1.3,827.0
Russell Westbrook,Julian Strawther,DEN,2024-25,-2.5,0.057,0.403,2.2,1.2,-1.6,-1.19,0.207,0.027,13.0,-1.1,-4.5,3.4,645.7
Dennis Schröder,Mikal Bridges,BKN,2023-24,-2.51,0.036,0.44,1.2,0.4,-2.4,-1.53,0.118,0.01,3.0,-0.4,-1.9,1.5,754.2
Kelly Oubre Jr.,Tyrese Maxey,PHI,2024-25,-2.52,0.107,0.479,4.9,0.5,-1.7,4.73,0.197,0.011,5.0,2.0,-2.3,4.3,1464.3
Christian Braun,Peyton Watson,DEN,2023-24,-2.53,0.008,0.312,1.3,1.0,0.6,-5.7,0.028,0.015,2.0,-1.9,-2.2,0.3,1064.1
Shai Gilgeous-Alexander,Jalen Williams,OKC,2024-25,-2.55,0.066,0.606,6.2,1.2,4.0,-8.19,0.066,0.064,2.0,11.5,4.0,7.5,1464.0
Collin Sexton,Isaiah Collier,UTA,2024-25,-2.55,0.078,0.45,5.5,0.8,-3.8,9.2,0.096,0.099,6.0,-0.6,-5.3,4.7,562.5
Dorian Finney-Smith,Nic Claxton,BKN,2023-24,-2.61,0.024,0.288,1.7,1.6,1.4,-3.42,0.03,0.083,6.0,1.2,-2.0,3.2,1069.9
Brook Lopez,Damian Lillard,MIL,2024-25,-2.61,0.112,0.426,4.3,1.0,-0.2,-0.0,0.221,0.003,3.0,4.0,0.8,3.2,1689.8
Wendell Carter Jr.,Paolo Banchero,ORL,2024-25,-2.62,0.171,0.489,5.6,0.7,1.1,9.92,0.145,0.007,4.0,3.5,-1.2,4.7,1054.9
Luka Dončić,Dereck Lively II,DAL,2023-24,-2.63,0.231,0.479,8.6,0.9,2.5,7.26,0.368,0.111,5.0,9.9,0.5,9.4,1075.1
Isaiah Stewart,Ausar Thompson,DET,2023-24,-2.63,0.018,0.304,1.2,1.3,-0.1,-3.06,0.039,0.078,2.0,-2.2,-2.3,0.1,733.3
James Wiseman,Marcus Sasser,DET,2023-24,-2.63,0.037,0.353,1.1,0.2,-2.0,-0.68,0.186,0.095,0.0,-2.6,-3.5,0.9,555.4
Nikola Jokić,Jamal Murray,DEN,2024-25,-2.63,0.05,0.52,8.1,4.3,2.3,-18.48,0.175,0.079,2.0,13.3,0.8,12.5,1619.0
Jalen Green,Amen Thompson,HOU,2024-25,-2.64,0.095,0.439,0.3,3.1,2.1,1.92,0.008,0.058,1.0,4.1,0.5,3.6,1469.0
Nikola Vučević,Coby White,CHI,2023-24,-2.65,0.009,0.457,0.1,0.6,-2.0,-3.0,0.051,0.03,9.0,0.1,-0.7,0.8,2111.4
Scoot Henderson,Jabari Walker,POR,2023-24,-2.67,0.101,0.419,1.1,1.4,-3.2,-1.8,0.238,0.057,1.0,-3.3,-5.8,2.5,815.5
Terry Rozier,Bam Adebayo,MIA,2023-24,-2.68,0.006,0.5,0.4,1.4,2.0,0.09,0.075,0.021,4.0,2.4,0.7,1.7,799.3
Aaron Wiggins,Chet Holmgren,OKC,2023-24,-2.69,0.047,0.373,1.4,1.1,1.9,-0.0,0.016,0.032,3.0,3.4,0.7,2.7,648.6
Cedi Osman,Malaki Branham,SAS,2023-24,-2.69,0.046,0.338,1.7,1.9,-2.5,-1.68,0.011,0.075,8.0,-2.1,-5.6,3.5,568.0
Keldon Johnson,Jeremy Sochan,SAS,2023-24,-2.7,0.025,0.399,2.5,0.8,-2.0,2.42,0.019,0.052,3.0,-1.7,-3.4,1.7,1126.4
Brandon Ingram,Zion Williamson,NOP,2023-24,-2.7,0.016,0.554,1.9,0.9,0.3,-4.59,0.003,0.032,3.0,3.8,1.2,2.6,1085.3
Marcus Smart,Desmond Bane,MEM,2023-24,-2.72,0.048,0.498,6.4,1.2,0.6,14.28,0.061,0.037,4.0,2.8,-2.4,5.2,516.2
Anfernee Simons,Deni Avdija,POR,2024-25,-2.72,0.013,0.469,0.0,2.1,-0.9,-2.7,0.048,0.048,2.0,2.1,-0.1,2.2,1407.1
Kevin Durant,Devin Booker,PHX,2024-25,-2.73,0.002,0.568,1.1,1.7,-3.1,-23.92,0.113,0.053,8.0,3.2,0.4,2.8,1536.2
Cade Cunningham,Ausar Thompson,DET,2024-25,-2.74,0.138,0.508,4.6,2.4,2.6,12.21,0.27,0.003,1.0,3.9,1.7,2.2,905.8
Zach LaVine,Coby White,CHI,2023-24,-2.77,0.014,0.462,0.1,0.6,-2.0,-3.0,0.032,0.008,5.0,0.1,-0.7,0.8,697.0
Clint Capela,Dejounte Murray,ATL,2023-24,-2.78,0.092,0.426,1.3,0.4,-1.6,-5.8,0.207,0.035,3.0,1.7,0.1,1.6,1772.0
Gary Trent Jr.,Immanuel Quickley,TOR,2023-24,-2.81,0.038,0.428,3.1,0.1,-2.7,-0.64,0.161,0.029,0.0,0.6,-2.6,3.2,757.8
Goga Bitadze,Jalen Suggs,ORL,2023-24,-2.81,0.062,0.32,0.1,1.2,4.4,-7.7,0.03,0.027,1.0,2.1,1.0,1.1,656.0
Cole Anthony,Paolo Banchero,ORL,2023-24,-2.82,0.06,0.524,1.9,0.7,0.7,1.69,0.054,0.001,3.0,1.3,0.1,1.2,878.8
Onyeka Okongwu,Dyson Daniels,ATL,2024-25,-2.83,0.009,0.347,2.3,2.4,2.8,3.7,0.061,0.089,2.0,1.5,1.3,0.2,1522.9
Malik Beasley,Jalen Duren,DET,2024-25,-2.83,0.054,0.376,0.4,2.7,0.3,-0.32,0.052,0.113,7.0,3.1,0.8,2.3,938.1
Domantas Sabonis,Keegan Murray,SAC,2023-24,-2.86,0.042,0.398,4.4,2.9,1.9,-0.16,0.266,0.068,5.0,6.5,-0.9,7.4,2256.2
Obi Toppin,Bennedict Mathurin,IND,2024-25,-2.87,0.031,0.413,3.1,1.4,-1.6,-0.38,0.026,0.063,4.0,1.7,-2.9,4.6,779.0
Donte DiVincenzo,Miles McBride,NYK,2023-24,-2.88,0.045,0.373,2.9,0.5,1.3,1.28,0.002,0.007,4.0,3.4,-0.1,3.5,799.2
Chris Paul,Devin Vassell,SAS,2024-25,-2.89,0.08,0.354,0.6,1.3,-0.3,0.1,0.203,0.027,16.0,0.8,-1.1,1.9,1307.5
Kristaps Porziņģis,Derrick White,BOS,2024-25,-2.9,0.058,0.448,0.8,0.4,2.0,-4.37,0.086,0.012,1.0,4.7,3.5,1.2,942.3
Damian Lillard,Andre Jackson Jr.,MIL,2024-25,-2.93,0.154,0.384,8.3,0.8,-0.4,20.14,0.19,0.067,11.0,4.0,-3.4,7.4,598.2
Terry Rozier,Tyler Herro,MIA,2024-25,-2.95,0.076,0.466,6.4,0.3,-1.7,7.2,0.102,0.108,6.0,3.1,-3.7,6.8,947.3
Harrison Barnes,Devin Vassell,SAS,2024-25,-2.96,0.06,0.374,2.0,0.9,-2.5,-1.7,0.054,0.103,9.0,0.0,-1.1,1.1,1181.1
Jordan Poole,Deni Avdija,WAS,2023-24,-2.97,0.06,0.452,1.3,1.7,-2.1,-0.05,0.038,0.068,2.0,-0.9,-3.9,3.0,1465.0
Dejounte Murray,Saddiq Bey,ATL,2023-24,-3.0,0.096,0.422,2.2,1.4,-2.6,-6.09,0.216,0.006,2.0,1.7,-1.8,3.5,1594.6
Kevin Durant,Tyus Jones,PHX,2024-25,-3.03,0.123,0.443,2.5,0.6,-2.0,-12.42,0.088,0.057,7.0,3.2,0.1,3.1,1263.9
Domantas Sabonis,Keon Ellis,SAC,2024-25,-3.04,0.088,0.338,4.3,0.9,3.1,6.51,0.171,0.009,4.0,5.2,1.9,3.3,1217.7
Isaiah Stewart,Cade Cunningham,DET,2024-25,-3.06,0.202,0.444,5.4,2.0,2.2,13.69,0.289,0.051,1.0,3.9,0.6,3.3,734.2
Cade Cunningham,Jaden Ivey,DET,2023-24,-3.07,0.054,0.542,3.4,0.1,-3.3,-1.08,0.163,0.01,0.0,0.3,-3.1,3.4,1235.2
Fred VanVleet,Jabari Smith Jr.,HOU,2023-24,-3.08,0.02,0.368,3.1,0.7,0.9,1.08,0.241,0.003,9.0,3.4,-0.4,3.8,1770.8
Mike Conley,Kyle Anderson,MIN,2023-24,-3.08,0.017,0.297,3.6,1.3,4.1,2.58,0.026,0.114,6.0,3.4,1.1,2.3,709.2
Damian Lillard,Bobby Portis,MIL,2024-25,-3.08,0.035,0.503,4.1,0.2,-1.0,-5.3,0.173,0.079,4.0,4.0,0.2,3.8,645.4
Trae Young,Onyeka Okongwu,ATL,2023-24,-3.1,0.155,0.423,4.9,1.8,-2.8,-3.6,0.364,0.089,2.0,2.6,-0.4,3.0,854.5
Immanuel Quickley,Scottie Barnes,TOR,2023-24,-3.1,0.007,0.473,1.0,2.1,-0.5,-6.72,0.008,0.011,3.0,3.7,0.6,3.1,600.3
Lauri Markkanen,Isaiah Collier,UTA,2024-25,-3.1,0.045,0.417,5.6,0.6,-3.6,8.97,0.268,0.077,8.0,-0.3,-5.3,5.0,573.9
Scoot Henderson,Donovan Clingan,POR,2024-25,-3.11,0.085,0.355,0.3,2.2,0.6,-1.86,0.193,0.034,0.0,-0.3,-2.2,1.9,565.2
Clint Capela,Dyson Daniels,ATL,2024-25,-3.12,0.018,0.338,0.5,3.0,2.2,-0.74,0.101,0.019,9.0,1.5,-1.0,2.5,842.4
Ja Morant,Santi Aldama,MEM,2024-25,-3.13,0.133,0.491,0.6,1.4,0.0,-6.84,0.206,0.025,1.0,3.2,2.4,0.8,602.6
Franz Wagner,Paolo Banchero,ORL,2024-25,-3.15,0.024,0.636,0.8,0.3,0.7,-6.72,0.015,0.007,1.0,3.5,3.1,0.4,988.3
Jordan Clarkson,Walker Kessler,UTA,2023-24,-3.16,0.128,0.382,0.9,4.5,-1.9,3.23,0.189,0.142,10.0,0.9,-4.5,5.4,731.5
Scoot Henderson,Toumani Camara,POR,2023-24,-3.16,0.126,0.394,0.4,2.3,-2.3,-3.72,0.228,0.058,4.0,-3.1,-5.8,2.7,648.9
Tim Hardaway Jr.,Josh Green,DAL,2023-24,-3.18,0.091,0.349,1.6,1.8,-2.4,2.73,0.017,0.046,9.0,-2.7,-2.9,0.2,743.2
Aaron Gordon,Nikola Jokić,DEN,2023-24,-3.2,0.114,0.462,7.8,4.1,4.3,-5.28,0.244,0.043,1.0,13.2,1.3,11.9,2001.3
Nikola Vučević,Matas Buzelis,CHI,2024-25,-3.23,0.04,0.402,4.5,0.6,-0.4,3.6,0.093,0.04,14.0,2.6,-2.5,5.1,751.8
LeBron James,Rui Hachimura,LAL,2024-25,-3.24,0.135,0.447,5.0,1.3,0.1,-2.1,0.332,0.015,13.0,5.6,-0.7,6.3,1269.4
Stephen Curry,Gary Payton II,GSW,2024-25,-3.25,0.13,0.442,6.9,2.0,2.0,16.0,0.152,0.017,5.0,6.3,1.4,4.9,657.3
Terry Rozier,Nikola Jović,MIA,2024-25,-3.25,0.017,0.373,2.3,1.6,-0.4,-1.44,0.022,0.098,9.0,0.3,-3.7,4.0,656.9
Kevin Durant,Drew Eubanks,PHX,2023-24,-3.29,0.154,0.412,6.0,0.7,0.9,10.92,0.134,0.019,8.0,4.0,-1.2,5.2,691.7
Russell Westbrook,James Harden,LAC,2023-24,-3.33,0.037,0.441,4.0,0.4,1.0,3.15,0.053,0.098,1.0,4.1,0.5,3.6,641.1
Devin Vassell,Victor Wembanyama,SAS,2023-24,-3.35,0.083,0.541,1.0,4.2,2.4,2.52,0.021,0.013,3.0,5.2,0.0,5.2,1222.5
Bradley Beal,Grayson Allen,PHX,2024-25,-3.36,0.05,0.388,0.8,0.0,-2.0,-1.53,0.052,0.033,3.0,-0.3,-1.1,0.8,696.1
Devin Vassell,Jeremy Sochan,SAS,2023-24,-3.37,0.042,0.416,3.7,0.3,-1.5,3.96,0.031,0.065,2.0,0.0,-3.4,3.4,1652.9
Jalen Duren,Ausar Thompson,DET,2023-24,-3.37,0.02,0.342,2.6,0.5,0.7,-1.02,0.015,0.131,1.0,-0.1,-2.2,2.1,660.1
Spencer Dinwiddie,Daniel Gafford,DAL,2024-25,-3.37,0.011,0.361,3.6,1.8,0.4,0.32,0.131,0.163,6.0,3.8,-1.6,5.4,615.5
Bam Adebayo,Tyler Herro,MIA,2024-25,-3.41,0.039,0.503,2.8,1.7,0.3,-0.0,0.05,0.044,2.0,3.1,2.0,1.1,1956.9
Nikola Vučević,Patrick Williams,CHI,2024-25,-3.42,0.056,0.386,5.5,0.8,-0.6,5.52,0.059,0.099,11.0,2.6,-3.7,6.3,1030.4
Jaden Ivey,Jalen Duren,DET,2023-24,-3.43,0.063,0.425,1.2,1.8,-1.6,0.09,0.073,0.117,2.0,-0.1,-3.1,3.0,1266.4
Domantas Sabonis,Davion Mitchell,SAC,2023-24,-3.45,0.073,0.367,6.4,3.4,1.4,2.24,0.166,0.082,3.0,6.5,-3.4,9.9,834.1
RJ Barrett,Gradey Dick,TOR,2024-25,-3.46,0.072,0.49,3.1,0.6,-2.0,1.14,0.17,0.004,4.0,0.6,-3.2,3.8,950.9
Klay Thompson,Spencer Dinwiddie,DAL,2024-25,-3.47,0.039,0.389,1.6,0.9,-2.3,0.46,0.124,0.001,3.0,-1.0,-1.6,0.6,893.9
Eric Gordon,Tyrese Maxey,PHI,2024-25,-3.47,0.153,0.433,4.0,0.3,-1.9,-0.0,0.158,0.029,12.0,2.0,-1.6,3.6,547.9
Jalen Johnson,Dyson Daniels,ATL,2024-25,-3.49,0.036,0.392,1.6,1.2,4.0,-3.33,0.029,0.024,1.0,1.8,1.5,0.3,743.2
Jakob Poeltl,Scottie Barnes,TOR,2024-25,-3.51,0.078,0.446,0.8,0.4,2.2,0.36,0.143,0.118,6.0,2.4,2.0,0.4,918.7
John Konchar,Santi Aldama,MEM,2023-24,-3.52,0.081,0.273,1.9,1.8,2.6,-5.28,0.004,0.002,5.0,-0.2,-0.4,0.2,582.6
Devin Vassell,Stephon Castle,SAS,2024-25,-3.54,0.036,0.47,1.2,0.9,-2.5,-0.1,0.092,0.031,4.0,-1.1,-3.2,2.1,1035.2
Guerschon Yabusele,Justin Edwards,PHI,2024-25,-3.55,0.002,0.328,2.2,0.5,-2.7,0.6,0.03,0.057,8.0,-1.0,-3.7,2.7,582.0
Cam Reddish,Austin Reaves,LAL,2023-24,-3.56,0.075,0.321,4.9,1.2,0.4,6.24,0.175,0.109,2.0,0.4,-3.2,3.6,520.5
Mikal Bridges,Cam Thomas,BKN,2023-24,-3.59,0.058,0.534,0.0,0.9,-2.9,-4.42,0.012,0.006,5.0,-0.4,-1.2,0.8,1452.6
Killian Hayes,Isaiah Stewart,DET,2023-24,-3.59,0.004,0.29,1.3,0.9,-0.5,-2.79,0.199,0.126,1.0,-2.3,-2.7,0.4,542.2
Jamal Murray,Peyton Watson,DEN,2023-24,-3.63,0.113,0.433,7.5,1.2,0.4,18.62,0.215,0.047,6.0,4.1,-2.2,6.3,610.1
Russell Westbrook,Nikola Jokić,DEN,2024-25,-3.64,0.055,0.515,10.8,3.5,3.1,4.62,0.109,0.131,6.0,13.3,-1.1,14.4,1340.6
Jalen Green,Alperen Şengün,HOU,2023-24,-3.67,0.0,0.54,2.7,2.6,0.8,-1.82,0.078,0.044,1.0,4.9,-0.5,5.4,1633.1
Domantas Sabonis,Kevin Huerter,SAC,2023-24,-3.67,0.047,0.393,4.5,2.8,2.0,0.16,0.196,0.073,3.0,6.5,-0.8,7.3,1394.6
Nikola Jokić,Peyton Watson,DEN,2023-24,-3.69,0.128,0.448,12.0,3.4,5.0,18.24,0.31,0.111,8.0,13.2,-2.2,15.4,636.6
Coby White,Josh Giddey,CHI,2024-25,-3.7,0.023,0.451,1.4,2.5,-0.3,-1.52,0.125,0.031,3.0,3.0,-0.9,3.9,1262.0
Taurean Prince,Austin Reaves,LAL,2023-24,-3.71,0.064,0.332,3.5,0.2,-0.6,3.12,0.164,0.034,4.0,0.4,-2.8,3.2,1240.6
Tyler Herro,Nikola Jović,MIA,2024-25,-3.73,0.093,0.449,4.1,1.3,-0.1,4.05,0.08,0.01,3.0,3.1,0.3,2.8,733.0
Keldon Johnson,Devin Vassell,SAS,2023-24,-3.75,0.017,0.441,1.2,0.5,-2.3,-1.98,0.05,0.013,1.0,0.0,-1.7,1.7,1144.5
Jaren Jackson Jr.,Scotty Pippen Jr.,MEM,2024-25,-3.75,0.086,0.462,1.6,1.0,2.6,1.44,0.181,0.009,1.0,2.3,1.9,0.4,964.9
Jakob Poeltl,Ochai Agbaji,TOR,2024-25,-3.75,0.04,0.328,1.6,1.1,1.5,-0.66,0.055,0.04,4.0,2.0,-0.7,2.7,883.0
RJ Barrett,Immanuel Quickley,TOR,2023-24,-3.82,0.024,0.49,0.4,0.1,-2.7,-9.28,0.086,0.003,1.0,0.6,0.1,0.5,769.1
Deandre Ayton,Kris Murray,POR,2023-24,-3.82,0.075,0.347,4.0,0.0,-0.4,2.31,0.003,0.106,2.0,0.3,-3.6,3.9,512.1
Grant Williams,Brandon Miller,CHA,2023-24,-3.85,0.078,0.392,0.1,0.9,-2.3,0.07,0.0,0.036,4.0,-1.5,-2.6,1.1,620.7
Jakob Poeltl,Gradey Dick,TOR,2024-25,-3.86,0.025,0.393,2.6,2.6,0.0,-0.36,0.049,0.098,8.0,2.0,-3.2,5.2,967.9
Jaden Ivey,Marcus Sasser,DET,2023-24,-3.88,0.049,0.439,0.1,0.6,-2.8,0.12,0.067,0.006,1.0,-2.6,-3.1,0.5,586.0
Deandre Ayton,Shaedon Sharpe,POR,2024-25,-3.89,0.053,0.447,0.3,0.9,-1.7,-0.13,0.055,0.032,4.0,-0.7,-1.3,0.6,644.1
Jalen Brunson,Mitchell Robinson,NYK,2023-24,-3.9,0.212,0.41,6.6,0.8,0.0,4.69,0.284,0.038,1.0,5.8,0.0,5.8,706.1
Cade Cunningham,Jalen Duren,DET,2024-25,-3.92,0.162,0.484,2.2,1.4,1.6,-0.37,0.268,0.138,2.0,3.9,3.1,0.8,1544.8
Alex Caruso,Ayo Dosunmu,CHI,2023-24,-3.93,0.022,0.314,0.8,2.5,2.1,-0.84,0.01,0.009,6.0,2.5,-0.8,3.3,966.7
Keldon Johnson,Devin Vassell,SAS,2024-25,-3.93,0.01,0.424,0.3,0.8,-2.4,-0.8,0.034,0.019,1.0,-1.1,-1.6,0.5,840.4
T.J. McConnell,Obi Toppin,IND,2024-25,-3.98,0.035,0.417,1.2,0.7,0.5,-0.0,0.243,0.095,6.0,1.7,1.2,0.5,797.1
Bam Adebayo,Nikola Jović,MIA,2024-25,-3.98,0.054,0.41,1.3,0.4,1.6,0.0,0.03,0.034,5.0,2.0,0.3,1.7,687.7
Keon Johnson,Tyrese Martin,BKN,2024-25,-4.01,0.033,0.391,1.7,1.1,-1.3,-0.6,0.002,0.034,3.0,-2.6,-3.3,0.7,605.6
Vít Krejčí,Dyson Daniels,ATL,2024-25,-4.09,0.047,0.309,1.1,1.9,3.3,-2.59,0.001,0.116,3.0,1.5,0.7,0.8,636.1
Brook Lopez,Giannis Antetokounmpo,MIL,2024-25,-4.14,0.189,0.503,6.5,2.1,2.9,-0.0,0.261,0.001,7.0,9.5,0.8,8.7,1527.1
Mike Conley,Naz Reid,MIN,2023-24,-4.18,0.066,0.38,1.6,0.3,2.5,0.42,0.205,0.032,12.0,3.4,1.5,1.9,804.3
Donte DiVincenzo,Precious Achiuwa,NYK,2023-24,-4.18,0.051,0.367,4.4,0.4,1.4,3.84,0.045,0.052,3.0,3.4,-1.4,4.8,750.3
Coby White,Patrick Williams,CHI,2024-25,-4.19,0.072,0.402,3.5,0.7,-2.1,4.37,0.091,0.089,2.0,-0.9,-3.7,2.8,999.4
Fred VanVleet,Alperen Şengün,HOU,2023-24,-4.2,0.076,0.464,0.5,0.9,2.5,-2.52,0.064,0.017,9.0,4.9,3.4,1.5,1675.0
Anfernee Simons,Deandre Ayton,POR,2023-24,-4.24,0.065,0.487,2.2,2.3,-2.7,-3.64,0.182,0.019,0.0,0.3,0.2,0.1,783.2
Giannis Antetokounmpo,Taurean Prince,MIL,2024-25,-4.24,0.223,0.469,8.9,2.2,2.8,10.12,0.246,0.012,1.0,9.5,-1.7,11.2,1494.7
Devin Booker,Grayson Allen,PHX,2024-25,-4.25,0.116,0.454,2.1,1.4,-3.4,-8.84,0.176,0.042,1.0,0.4,-0.3,0.7,983.4
LeBron James,Taurean Prince,LAL,2023-24,-4.26,0.151,0.419,8.1,1.1,0.7,11.04,0.285,0.051,9.0,6.5,-2.8,9.3,1294.8
Patrick Williams,Ayo Dosunmu,CHI,2023-24,-4.26,0.005,0.331,1.5,0.1,-0.3,-0.8,0.08,0.051,2.0,-0.8,-2.3,1.5,541.0
Myles Turner,Obi Toppin,IND,2024-25,-4.26,0.016,0.398,1.8,0.5,0.3,0.76,0.044,0.03,2.0,1.7,0.4,1.3,533.8
DeMar DeRozan,Alex Caruso,CHI,2023-24,-4.27,0.106,0.398,1.9,2.6,2.0,5.04,0.053,0.029,4.0,2.5,1.8,0.7,1692.1
John Collins,Collin Sexton,UTA,2023-24,-4.27,0.068,0.466,3.3,0.5,-3.3,-10.83,0.223,0.014,1.0,1.9,-0.9,2.8,1116.9
Anfernee Simons,Toumani Camara,POR,2024-25,-4.28,0.098,0.384,2.4,2.3,-0.7,5.1,0.145,0.015,1.0,-0.1,-0.1,0.0,1564.4
Russell Westbrook,Peyton Watson,DEN,2024-25,-4.28,0.092,0.368,1.2,0.5,0.1,-1.68,0.216,0.032,14.0,-1.1,-1.8,0.7,875.7
Onyeka Okongwu,Vít Krejčí,ATL,2024-25,-4.29,0.038,0.3,1.2,0.5,0.9,0.7,0.062,0.027,1.0,1.3,0.7,0.6,566.4
Josh Hart,Jalen Brunson,NYK,2024-25,-4.34,0.138,0.44,3.6,3.1,0.5,4.2,0.112,0.006,2.0,3.3,2.8,0.5,1858.9
Nikola Vučević,Coby White,CHI,2024-25,-4.34,0.016,0.458,2.0,1.5,-1.3,-4.56,0.032,0.01,9.0,2.6,-0.9,3.5,1437.2
Giannis Antetokounmpo,Pat Connaughton,MIL,2023-24,-4.36,0.214,0.426,8.3,2.4,2.4,6.88,0.191,0.075,2.0,9.0,-1.6,10.6,963.4
Andrew Wiggins,Kevon Looney,GSW,2023-24,-4.43,0.096,0.316,0.6,2.6,0.2,-0.44,0.061,0.076,1.0,0.6,-2.5,3.1,621.6
Torrey Craig,Coby White,CHI,2023-24,-4.43,0.103,0.345,2.5,1.1,-1.5,3.2,0.13,0.002,9.0,-0.7,-2.0,1.3,605.6
Kevin Durant,Nick Richards,PHX,2024-25,-4.45,0.114,0.452,5.8,1.4,-2.8,-0.92,0.13,0.008,9.0,3.2,-3.9,7.1,559.7
Spencer Dinwiddie,Max Christie,DAL,2024-25,-4.47,0.025,0.325,1.5,0.3,-1.7,-0.28,0.135,0.017,10.0,-1.6,-3.4,1.8,557.6
John Konchar,Vince Williams Jr.,MEM,2023-24,-4.49,0.059,0.251,0.9,1.2,3.2,-12.96,0.047,0.06,5.0,-0.4,-0.7,0.3,514.9
Stephen Curry,Kevon Looney,GSW,2024-25,-4.49,0.161,0.411,7.4,1.3,1.3,14.72,0.141,0.083,8.0,6.3,0.3,6.0,613.1
Jerami Grant,Deni Avdija,POR,2024-25,-4.51,0.036,0.42,2.9,0.9,0.3,0.99,0.094,0.082,7.0,2.1,-1.6,3.7,778.5
DeMar DeRozan,Nikola Vučević,CHI,2023-24,-4.53,0.019,0.485,1.3,0.4,-1.0,-3.6,0.067,0.044,1.0,1.8,0.1,1.7,1991.4
RJ Barrett,Scottie Barnes,TOR,2024-25,-4.54,0.019,0.543,0.3,1.6,0.2,-1.14,0.022,0.024,2.0,2.4,0.6,1.8,935.4
Ziaire Williams,Jalen Wilson,BKN,2024-25,-4.56,0.018,0.34,0.4,1.2,-1.4,-2.73,0.024,0.009,1.0,-2.3,-3.9,1.6,593.5
Devin Booker,Royce O'Neale,PHX,2024-25,-4.6,0.134,0.436,2.6,2.3,-2.5,-1.56,0.173,0.004,4.0,0.4,0.1,0.3,1218.8
Brice Sensabaugh,Kyle Filipowski,UTA,2024-25,-4.63,0.024,0.392,1.0,1.3,-1.9,0.6,0.023,0.018,0.0,-1.0,-1.2,0.2,667.7
Trey Lyles,Domantas Sabonis,SAC,2024-25,-4.69,0.074,0.352,4.6,1.4,0.8,0.31,0.167,0.104,0.0,5.2,-0.7,5.9,504.3
Jerami Grant,Toumani Camara,POR,2024-25,-4.72,0.049,0.335,0.5,1.1,0.5,-1.87,0.003,0.049,6.0,-0.1,-1.6,1.5,1098.4
Damian Lillard,Gary Trent Jr.,MIL,2024-25,-4.78,0.101,0.437,5.9,0.2,-1.0,4.24,0.235,0.03,8.0,4.0,-1.6,5.6,885.7
Justin Champagnie,Bub Carrington,WAS,2024-25,-4.82,0.004,0.304,3.0,1.1,-1.5,-0.2,0.147,0.1,5.0,-0.5,-4.6,4.1,871.3
Harrison Barnes,Domantas Sabonis,SAC,2023-24,-4.84,0.066,0.374,4.6,3.6,1.2,-0.96,0.278,0.026,4.0,6.5,-1.8,8.3,2126.8
Nikola Vučević,Alex Caruso,CHI,2023-24,-4.85,0.087,0.379,0.6,3.0,1.6,3.15,0.014,0.073,3.0,2.5,0.1,2.4,1410.6
CJ McCollum,Trey Murphy III,NOP,2024-25,-4.86,0.037,0.495,0.9,1.2,-4.0,-13.3,0.035,0.048,8.0,0.8,-1.4,2.2,1186.3
Stephen Curry,Klay Thompson,GSW,2023-24,-4.9,0.068,0.536,5.2,0.4,-2.6,-19.24,0.131,0.04,2.0,5.2,-0.4,5.6,1427.5
Kyrie Irving,Luka Dončić,DAL,2023-24,-4.92,0.081,0.629,3.5,1.6,1.8,-31.02,0.203,0.009,7.0,9.9,4.9,5.0,1296.8
Zach LaVine,Keon Ellis,SAC,2024-25,-4.93,0.126,0.376,1.9,4.3,-0.3,8.61,0.098,0.025,5.0,1.9,-0.4,2.3,671.2
Deandre Ayton,Scoot Henderson,POR,2023-24,-4.94,0.049,0.471,4.0,2.1,-2.5,0.84,0.214,0.098,5.0,0.3,-5.8,6.1,722.0
Jamal Murray,Christian Braun,DEN,2023-24,-4.95,0.121,0.425,6.2,0.2,-0.6,7.35,0.187,0.032,4.0,4.1,-1.9,6.0,557.6
LeBron James,Austin Reaves,LAL,2023-24,-4.99,0.087,0.483,4.6,1.3,0.5,-5.98,0.121,0.017,13.0,6.5,0.4,6.1,1706.9
Coby White,Jalen Smith,CHI,2024-25,-5.02,0.036,0.438,1.0,0.8,-2.0,-3.99,0.096,0.015,0.0,0.9,-0.9,1.8,583.3
Jalen Wilson,Noah Clowney,BKN,2024-25,-5.04,0.024,0.346,0.5,0.3,-2.3,-2.73,0.047,0.025,4.0,-3.9,-4.1,0.2,551.9
Anthony Davis,Austin Reaves,LAL,2023-24,-5.07,0.063,0.459,2.6,2.1,1.3,-2.34,0.086,0.008,5.0,5.1,0.4,4.7,1993.6
Vasilije Micić,Brandon Miller,CHA,2023-24,-5.07,0.046,0.424,1.0,0.9,-4.1,-0.42,0.193,0.028,9.0,-2.6,-4.4,1.8,559.5
