player_a,player_b,team,season,gp,w,l,shared_min,pair_pm,pair_pm_per48,a_bpm,a_obpm,a_dbpm,b_bpm,b_obpm,b_dbpm,expected,chemistry
Cade Cunningham,Ausar Thompson,DET,2023-24,53,6,47,996.5,-162.0,-7.8,0.3,2.0,-1.6,-2.2,-2.8,0.6,-1.9,-5.9
Jalen Brunson,RJ Barrett,NYK,2023-24,26,15,11,548.8,-24.0,-2.1,5.8,6.3,-0.4,-2.0,-0.3,-1.7,3.8,-5.9
Obi Toppin,Ben Sheppard,IND,2024-25,59,37,22,545.4,-71.0,-6.25,1.7,1.8,-0.1,-2.0,-2.2,0.2,-0.3,-5.95
Kyrie Irving,Daniel Gafford,DAL,2024-25,42,24,18,772.1,20.0,1.24,3.4,3.9,-0.5,3.8,2.7,1.1,7.2,-5.96
Daniel Gafford,Deni Avdija,WAS,2023-24,45,9,36,771.0,-96.0,-5.98,0.9,-0.2,1.1,-0.9,-0.7,-0.2,0.0,-5.98
Keldon Johnson,Stephon Castle,SAS,2024-25,76,31,45,1010.0,-227.0,-10.79,-1.6,0.0,-1.6,-3.2,-1.5,-1.7,-4.8,-5.99
James Harden,Amir Coffey,LAC,2024-25,68,40,28,973.6,-69.0,-3.4,4.3,3.5,0.8,-1.7,-1.5,-0.2,2.6,-6.0
Obi Toppin,Jarace Walker,IND,2024-25,66,39,27,515.1,-56.0,-5.22,1.7,1.8,-0.1,-0.9,-1.8,0.8,0.8,-6.02
Nikola Jokić,Peyton Watson,DEN,2024-25,57,36,21,898.0,102.0,5.45,13.3,9.9,3.3,-1.8,-2.1,0.3,11.5,-6.05
Jalen Green,Jabari Smith Jr.,HOU,2023-24,69,34,35,598.8,-87.0,-6.97,-0.5,0.4,-0.9,-0.4,-0.5,0.1,-0.9,-6.07
Bojan Bogdanović,Jaden Ivey,DET,2023-24,28,3,25,638.0,-150.0,-11.29,-2.1,0.3,-2.5,-3.1,-1.4,-1.7,-5.2,-6.09
Taylor Hendricks,Keyonte George,UTA,2023-24,30,6,24,567.9,-143.0,-12.09,-1.6,-1.3,-0.4,-4.4,-1.5,-2.9,-6.0,-6.09
Santi Aldama,Scotty Pippen Jr.,MEM,2024-25,63,37,26,758.5,-16.0,-1.01,3.2,2.5,0.7,1.9,0.0,1.8,5.1,-6.11
Obi Toppin,Tyrese Haliburton,IND,2024-25,70,44,26,852.7,24.0,1.35,1.7,1.8,-0.1,5.8,5.7,0.2,7.5,-6.15
Pascal Siakam,Tyrese Haliburton,IND,2023-24,36,20,16,888.2,60.0,3.24,2.5,3.0,-0.5,6.9,7.3,-0.4,9.4,-6.16
RJ Barrett,Scottie Barnes,TOR,2023-24,23,8,15,543.2,-27.0,-2.39,0.1,1.5,-1.4,3.7,2.9,0.8,3.8,-6.19
Anthony Davis,Rui Hachimura,LAL,2024-25,36,19,17,906.3,-17.0,-0.9,6.0,4.5,1.5,-0.7,-0.1,-0.6,5.3,-6.2
Terance Mann,Brandon Miller,CHA,2023-24,26,9,17,590.1,-127.0,-10.33,-1.5,-0.8,-0.7,-2.6,-0.9,-1.6,-4.1,-6.23
Justin Champagnie,Alex Sarr,WAS,2024-25,42,10,32,658.5,-139.0,-10.13,-0.5,-0.3,-0.2,-3.3,-2.2,-1.0,-3.8,-6.33
Scoot Henderson,Duop Reath,POR,2023-24,52,14,38,617.9,-168.0,-13.05,-5.8,-3.5,-2.3,-0.9,-0.2,-0.7,-6.7,-6.35
Josh Hart,Precious Achiuwa,NYK,2024-25,51,32,19,626.2,-72.0,-5.52,2.8,1.1,1.8,-1.9,-2.1,0.2,0.9,-6.42
Malaki Branham,Victor Wembanyama,SAS,2023-24,62,14,48,835.9,-119.0,-6.83,-5.6,-3.4,-2.2,5.2,1.9,3.3,-0.4,-6.43
Klay Thompson,Naji Marshall,DAL,2024-25,60,25,35,797.7,-137.0,-8.24,-1.0,0.7,-1.6,-0.8,-0.3,-0.5,-1.8,-6.44
Keyonte George,Isaiah Collier,UTA,2024-25,51,9,42,676.6,-204.0,-14.47,-2.7,-0.2,-2.5,-5.3,-3.8,-1.5,-8.0,-6.47
Spencer Dinwiddie,Nic Claxton,BKN,2023-24,40,15,25,877.5,-132.0,-7.22,-1.9,-1.3,-0.6,1.2,-0.3,1.5,-0.7,-6.52
Jeremy Sochan,Stephon Castle,SAS,2024-25,50,19,31,595.6,-136.0,-10.96,-1.2,-0.8,-0.4,-3.2,-1.5,-1.7,-4.4,-6.56
Klay Thompson,Trayce Jackson-Davis,GSW,2023-24,57,31,26,630.4,-55.0,-4.19,-0.4,1.1,-1.5,2.8,1.5,1.2,2.4,-6.59
Isaiah Collier,Kyle Filipowski,UTA,2024-25,62,11,51,815.4,-219.0,-12.89,-5.3,-3.8,-1.5,-1.0,-0.6,-0.3,-6.3,-6.59
Clint Capela,Trae Young,ATL,2023-24,45,19,26,935.6,-76.0,-3.9,0.1,1.0,-1.0,2.6,4.9,-2.3,2.7,-6.6
Larry Nance Jr.,Zion Williamson,NOP,2023-24,52,29,23,710.3,-12.0,-0.81,2.0,-0.2,2.2,3.8,3.3,0.6,5.8,-6.61
Zach Collins,Tre Jones,SAS,2023-24,64,18,46,627.4,-118.0,-9.03,-2.0,-2.0,-0.1,-0.4,-0.4,0.1,-2.4,-6.63
John Collins,Keyonte George,UTA,2023-24,61,23,38,1011.1,-252.0,-11.96,-0.9,0.5,-1.4,-4.4,-1.5,-2.9,-5.3,-6.66
Anfernee Simons,Jabari Walker,POR,2023-24,37,8,29,543.5,-111.0,-9.8,0.2,2.7,-2.5,-3.3,-2.4,-0.9,-3.1,-6.7
Kristaps Porziņģis,Jayson Tatum,BOS,2024-25,37,26,11,815.8,54.0,3.18,4.7,3.5,1.2,5.2,4.4,0.8,9.9,-6.72
Trae Young,Vít Krejčí,ATL,2024-25,47,21,26,546.4,-63.0,-5.53,0.5,3.3,-2.7,0.7,0.0,0.7,1.2,-6.73
Lauri Markkanen,Walker Kessler,UTA,2024-25,38,8,30,961.9,-105.0,-5.24,-0.3,1.8,-2.1,1.8,1.1,0.7,1.5,-6.74
Santi Aldama,Vince Williams Jr.,MEM,2023-24,42,16,26,696.8,-111.0,-7.65,-0.2,-0.7,0.4,-0.7,-1.7,1.0,-0.9,-6.75
Bradley Beal,Devin Booker,PHX,2024-25,48,21,27,1139.1,-177.0,-7.46,-1.1,-0.1,-1.0,0.4,2.8,-2.4,-0.7,-6.76
Stephen Curry,Andrew Wiggins,GSW,2024-25,37,17,20,883.4,10.0,0.54,6.3,6.4,0.0,1.0,1.4,-0.4,7.3,-6.76
Bismack Biyombo,Desmond Bane,MEM,2023-24,28,14,14,632.2,-95.0,-7.21,-3.2,-4.8,1.6,2.8,3.1,-0.3,-0.4,-6.81
Corey Kispert,Bilal Coulibaly,WAS,2023-24,61,11,50,964.8,-265.0,-13.18,-2.1,-0.2,-2.0,-4.2,-3.6,-0.5,-6.3,-6.88
Zach Collins,Keldon Johnson,SAS,2023-24,58,14,44,935.2,-207.0,-10.62,-2.0,-2.0,-0.1,-1.7,-0.3,-1.4,-3.7,-6.92
Kyle Kuzma,Corey Kispert,WAS,2023-24,66,12,54,886.8,-187.0,-10.12,-1.1,0.5,-1.6,-2.1,-0.2,-2.0,-3.2,-6.92
Kyle Kuzma,Jordan Poole,WAS,2023-24,68,13,55,1560.7,-388.0,-11.93,-1.1,0.5,-1.6,-3.9,-2.0,-1.9,-5.0,-6.93
Jonas Valančiūnas,Corey Kispert,WAS,2024-25,43,7,36,666.0,-142.0,-10.23,0.4,0.8,-0.5,-3.7,-1.4,-2.2,-3.3,-6.93
Pascal Siakam,Jarace Walker,IND,2024-25,61,36,25,554.4,-71.0,-6.15,1.7,2.2,-0.5,-0.9,-1.8,0.8,0.8,-6.95
Trae Young,De'Andre Hunter,ATL,2023-24,32,13,19,622.2,-88.0,-6.79,2.6,4.9,-2.3,-2.4,-0.9,-1.5,0.2,-6.99
Joel Embiid,Kelly Oubre Jr.,PHI,2023-24,31,26,5,607.7,29.0,2.29,11.6,8.5,3.1,-2.3,-1.5,-0.7,9.3,-7.01
Mikal Bridges,Terance Mann,CHA,2023-24,26,9,17,602.1,-112.0,-8.93,-0.4,0.7,-1.0,-1.5,-0.8,-0.7,-1.9,-7.03
Ben Simmons,Cameron Johnson,BKN,2024-25,28,11,17,540.4,-50.0,-4.44,-0.5,-2.3,1.8,3.1,3.5,-0.4,2.6,-7.04
Kyle Kuzma,Deni Avdija,WAS,2023-24,66,13,53,1291.9,-244.0,-9.07,-1.1,0.5,-1.6,-0.9,-0.7,-0.2,-2.0,-7.07
T.J. McConnell,Jarace Walker,IND,2024-25,66,41,25,651.6,-92.0,-6.78,1.2,0.6,0.6,-0.9,-1.8,0.8,0.3,-7.08
Deandre Ayton,Matisse Thybulle,POR,2023-24,46,12,34,619.7,-80.0,-6.2,0.3,0.5,-0.2,0.6,-2.8,3.4,0.9,-7.1
Cade Cunningham,Jaden Ivey,DET,2024-25,26,13,13,520.0,-35.0,-3.23,3.9,3.8,0.1,0.0,0.8,-0.8,3.9,-7.13
LeBron James,Austin Reaves,LAL,2024-25,64,41,23,1701.1,12.0,0.34,5.6,4.9,0.7,1.9,2.4,-0.5,7.5,-7.16
Spencer Dinwiddie,Naji Marshall,DAL,2024-25,66,30,36,1042.0,-208.0,-9.58,-1.6,-0.9,-0.7,-0.8,-0.3,-0.5,-2.4,-7.18
Kyle Kuzma,Daniel Gafford,WAS,2023-24,44,9,35,1085.0,-167.0,-7.39,-1.1,0.5,-1.6,0.9,-0.2,1.1,-0.2,-7.19
Mikal Bridges,Nic Claxton,BKN,2023-24,71,27,44,1729.9,-231.0,-6.41,-0.4,0.7,-1.0,1.2,-0.3,1.5,0.8,-7.21
Anfernee Simons,Shaedon Sharpe,POR,2024-25,62,25,37,1198.8,-215.0,-8.61,-0.1,1.5,-1.5,-1.3,0.0,-1.3,-1.4,-7.21
Terry Rozier,Brandon Miller,CHA,2023-24,25,5,20,567.7,-99.0,-8.37,1.5,2.2,-0.7,-2.6,-0.9,-1.6,-1.1,-7.27
Coby White,Dalen Terry,CHI,2024-25,60,28,32,501.0,-125.0,-11.98,-0.9,0.5,-1.4,-3.8,-4.0,0.2,-4.7,-7.28
Dejounte Murray,Jalen Johnson,ATL,2023-24,53,25,28,1262.4,-116.0,-4.41,1.7,2.3,-0.6,1.2,0.4,0.8,2.9,-7.31
Jerami Grant,Jabari Walker,POR,2023-24,44,13,31,550.7,-123.0,-10.72,-0.1,1.0,-1.1,-3.3,-2.4,-0.9,-3.4,-7.32
Moritz Wagner,Paolo Banchero,ORL,2023-24,73,40,33,532.2,-45.0,-4.06,2.0,1.7,0.3,1.3,1.3,0.0,3.3,-7.36
Clint Capela,Jalen Johnson,ATL,2023-24,49,24,25,932.6,-118.0,-6.07,0.1,1.0,-1.0,1.2,0.4,0.8,1.3,-7.37
Mikal Bridges,P.J. Washington,CHA,2023-24,33,6,27,634.9,-131.0,-9.9,-0.4,0.7,-1.0,-2.1,-1.7,-0.4,-2.5,-7.4
Scottie Barnes,Gradey Dick,TOR,2024-25,40,13,27,807.5,-138.0,-8.2,2.4,1.5,0.9,-3.2,-1.9,-1.3,-0.8,-7.4
Tyus Jones,Jordan Poole,WAS,2023-24,64,11,53,1324.2,-294.0,-10.66,0.7,1.5,-0.9,-3.9,-2.0,-1.9,-3.2,-7.46
LaMelo Ball,Mark Williams,CHA,2024-25,24,8,16,501.3,-8.0,-0.77,3.2,4.1,-0.9,3.5,2.5,0.9,6.7,-7.47
LeBron James,Anthony Davis,LAL,2023-24,66,40,26,1726.0,148.0,4.12,6.5,5.5,0.9,5.1,3.5,1.7,11.6,-7.48
Devin Booker,Nick Richards,PHX,2024-25,35,13,22,717.0,-155.0,-10.38,0.4,2.8,-2.4,-3.3,-2.0,-1.3,-2.9,-7.48
Mikal Bridges,Jalen Green,CHA,2024-25,53,14,39,1159.1,-181.0,-7.5,-0.5,0.4,-0.9,0.5,1.1,-0.5,0.0,-7.5
Luka Dončić,Grant Williams,DAL,2023-24,40,22,18,902.1,-19.0,-1.01,9.9,8.3,1.7,-3.4,-2.7,-0.7,6.5,-7.51
Cole Anthony,Paolo Banchero,ORL,2024-25,33,16,17,538.9,-44.0,-3.92,0.1,-0.8,0.9,3.5,3.4,0.2,3.6,-7.52
Patrick Williams,Josh Giddey,CHI,2024-25,52,25,27,804.5,-138.0,-8.23,-3.7,-3.0,-0.7,3.0,1.9,1.1,-0.7,-7.53
Cameron Johnson,Cam Thomas,BKN,2024-25,24,8,16,593.2,-51.0,-4.13,3.1,3.5,-0.4,0.3,2.8,-2.6,3.4,-7.53
Scottie Barnes,Jonathan Mogbo,TOR,2024-25,43,14,29,524.7,-77.0,-7.04,2.4,1.5,0.9,-1.9,-2.9,1.0,0.5,-7.54
Walker Kessler,Keyonte George,UTA,2024-25,46,11,35,1009.5,-178.0,-8.46,1.8,1.1,0.7,-2.7,-0.2,-2.5,-0.9,-7.56
Nic Claxton,Cam Thomas,BKN,2023-24,57,19,38,1153.0,-182.0,-7.58,1.2,-0.3,1.5,-1.2,0.7,-1.9,0.0,-7.58
Cedi Osman,Tre Jones,SAS,2023-24,61,15,46,631.5,-133.0,-10.11,-2.1,-1.7,-0.3,-0.4,-0.4,0.1,-2.5,-7.61
Cameron Johnson,Cam Thomas,BKN,2023-24,43,13,30,649.8,-114.0,-8.42,0.4,0.9,-0.5,-1.2,0.7,-1.9,-0.8,-7.62
Chris Paul,Trayce Jackson-Davis,GSW,2023-24,46,26,20,591.0,-47.0,-3.82,1.0,-0.2,1.2,2.8,1.5,1.2,3.8,-7.62
LeBron James,Gabe Vincent,LAL,2024-25,62,40,22,794.0,-101.0,-6.11,5.6,4.9,0.7,-4.0,-3.8,-0.1,1.6,-7.71
Walker Kessler,Keyonte George,UTA,2023-24,57,21,36,773.7,-181.0,-11.23,0.9,-0.4,1.3,-4.4,-1.5,-2.9,-3.5,-7.73
Collin Sexton,Keyonte George,UTA,2023-24,58,17,41,726.9,-155.0,-10.23,1.9,3.8,-1.9,-4.4,-1.5,-2.9,-2.5,-7.73
Jerami Grant,Anfernee Simons,POR,2024-25,43,19,24,1013.3,-199.0,-9.43,-1.6,-1.4,-0.3,-0.1,1.5,-1.5,-1.7,-7.73
Keon Johnson,Noah Clowney,BKN,2024-25,41,10,31,500.6,-158.0,-15.15,-3.3,-3.1,-0.1,-4.1,-3.1,-1.0,-7.4,-7.75
Walker Kessler,Isaiah Collier,UTA,2024-25,48,11,37,767.1,-181.0,-11.33,1.8,1.1,0.7,-5.3,-3.8,-1.5,-3.5,-7.83
Keldon Johnson,Victor Wembanyama,SAS,2023-24,60,15,45,999.6,-91.0,-4.37,-1.7,-0.3,-1.4,5.2,1.9,3.3,3.5,-7.87
Ochai Agbaji,Jonathan Mogbo,TOR,2024-25,49,13,36,539.6,-118.0,-10.5,-0.7,-0.9,0.2,-1.9,-2.9,1.0,-2.6,-7.9
Precious Achiuwa,Miles McBride,NYK,2023-24,46,29,17,617.0,-121.0,-9.41,-1.4,-1.9,0.5,-0.1,-0.4,0.4,-1.5,-7.91
Desmond Bane,Scotty Pippen Jr.,MEM,2024-25,65,37,28,786.7,-46.0,-2.81,3.2,2.6,0.6,1.9,0.0,1.8,5.1,-7.91
Kelly Olynyk,Collin Sexton,UTA,2023-24,45,21,24,505.4,-36.0,-3.42,2.6,1.3,1.3,1.9,3.8,-1.9,4.5,-7.92
Keldon Johnson,Victor Wembanyama,SAS,2024-25,43,19,24,554.3,-35.0,-3.03,-1.6,0.0,-1.6,6.5,3.6,2.9,4.9,-7.93
Giannis Antetokounmpo,Andre Jackson Jr.,MIL,2024-25,40,21,19,563.9,-22.0,-1.87,9.5,6.9,2.5,-3.4,-3.6,0.2,6.1,-7.97
Julian Champagnie,Victor Wembanyama,SAS,2023-24,58,15,43,891.7,-87.0,-4.68,-1.9,-1.8,-0.1,5.2,1.9,3.3,3.3,-7.98
Trae Young,Jalen Johnson,ATL,2023-24,38,18,20,1141.9,-100.0,-4.2,2.6,4.9,-2.3,1.2,0.4,0.8,3.8,-8.0
Luka Dončić,Josh Green,DAL,2023-24,47,29,18,954.6,-16.0,-0.8,9.9,8.3,1.7,-2.7,-2.4,-0.3,7.2,-8.0
Deandre Ayton,Shaedon Sharpe,POR,2023-24,22,6,16,567.0,-124.0,-10.5,0.3,0.5,-0.2,-2.8,-1.9,-0.9,-2.5,-8.0
Bojan Bogdanović,Cade Cunningham,DET,2023-24,21,1,20,596.4,-122.0,-9.82,-2.1,0.3,-2.5,0.3,2.0,-1.6,-1.8,-8.02
Jerami Grant,Shaedon Sharpe,POR,2023-24,28,8,20,641.4,-146.0,-10.93,-0.1,1.0,-1.1,-2.8,-1.9,-0.9,-2.9,-8.03
Bojan Bogdanović,Jalen Duren,DET,2023-24,20,3,17,534.2,-114.0,-10.24,-2.1,0.3,-2.5,-0.1,-0.2,0.1,-2.2,-8.04
Devin Vassell,Victor Wembanyama,SAS,2024-25,35,15,20,715.4,-40.0,-2.68,-1.1,-0.3,-0.8,6.5,3.6,2.9,5.4,-8.08
Bradley Beal,Royce O'Neale,PHX,2024-25,47,19,28,728.7,-139.0,-9.16,-1.1,-0.1,-1.0,0.1,0.2,-0.1,-1.0,-8.16
Jalen Brunson,Precious Achiuwa,NYK,2024-25,40,25,15,624.5,-88.0,-6.76,3.3,4.7,-1.3,-1.9,-2.1,0.2,1.4,-8.16
Torrey Craig,Ayo Dosunmu,CHI,2023-24,47,20,27,516.5,-118.0,-10.97,-2.0,-1.8,-0.2,-0.8,-0.6,-0.2,-2.8,-8.17
Collin Sexton,Walker Kessler,UTA,2023-24,61,23,38,693.6,-79.0,-5.47,1.9,3.8,-1.9,0.9,-0.4,1.3,2.8,-8.27
Damian Lillard,Giannis Antetokounmpo,MIL,2024-25,51,29,22,1325.7,144.0,5.21,4.0,4.7,-0.6,9.5,6.9,2.5,13.5,-8.29
Nikola Vučević,Ayo Dosunmu,CHI,2024-25,44,15,29,934.4,-142.0,-7.29,2.6,2.5,0.1,-1.6,-1.4,-0.2,1.0,-8.29
Coby White,Ayo Dosunmu,CHI,2024-25,41,14,27,813.5,-183.0,-10.8,-0.9,0.5,-1.4,-1.6,-1.4,-0.2,-2.5,-8.3
Deni Avdija,Bilal Coulibaly,WAS,2023-24,60,11,49,693.7,-194.0,-13.42,-0.9,-0.7,-0.2,-4.2,-3.6,-0.5,-5.1,-8.32
Malaki Branham,Jeremy Sochan,SAS,2023-24,63,14,49,709.0,-256.0,-17.33,-5.6,-3.4,-2.2,-3.4,-2.8,-0.6,-9.0,-8.33
Ochai Agbaji,Scottie Barnes,TOR,2024-25,48,16,32,786.7,-109.0,-6.65,-0.7,-0.9,0.2,2.4,1.5,0.9,1.7,-8.35
Nic Claxton,Cameron Johnson,BKN,2023-24,56,20,36,1015.1,-144.0,-6.81,1.2,-0.3,1.5,0.4,0.9,-0.5,1.6,-8.41
Cameron Johnson,Keon Johnson,BKN,2024-25,50,20,30,808.3,-146.0,-8.67,3.1,3.5,-0.4,-3.3,-3.1,-0.1,-0.2,-8.47
Jaren Jackson Jr.,Santi Aldama,MEM,2023-24,54,19,35,901.7,-156.0,-8.3,0.4,0.0,0.4,-0.2,-0.7,0.4,0.2,-8.5
Caleb Martin,Nick Richards,CHA,2023-24,26,6,20,502.6,-134.0,-12.8,-2.0,-2.2,0.2,-2.3,-1.6,-0.7,-4.3,-8.5
Ochai Agbaji,Jamal Shead,TOR,2024-25,56,17,39,548.1,-152.0,-13.31,-0.7,-0.9,0.2,-4.1,-3.2,-0.9,-4.8,-8.51
Jonas Valančiūnas,Kyshawn George,WAS,2024-25,44,7,37,618.0,-158.0,-12.27,0.4,0.8,-0.5,-4.1,-3.8,-0.3,-3.7,-8.57
Derrick Jones Jr.,Grant Williams,DAL,2023-24,40,19,21,556.6,-157.0,-13.54,-1.5,-1.3,-0.3,-3.4,-2.7,-0.7,-4.9,-8.64
LaMelo Ball,Jalen Green,CHA,2024-25,42,14,28,851.5,-88.0,-4.96,3.2,4.1,-0.9,0.5,1.1,-0.5,3.7,-8.66
Josh Richardson,Bam Adebayo,MIA,2023-24,35,20,15,594.8,-94.0,-7.59,-1.3,-1.3,0.0,2.4,0.8,1.7,1.1,-8.69
Trey Murphy III,Yves Missi,NOP,2024-25,48,12,36,1093.9,-249.0,-10.93,0.8,2.1,-1.4,-3.0,-1.6,-1.4,-2.2,-8.73
Nick Richards,Brandon Miller,CHA,2023-24,61,13,48,1233.1,-351.0,-13.66,-2.3,-1.6,-0.7,-2.6,-0.9,-1.6,-4.9,-8.76
Mikal Bridges,Mark Williams,CHA,2024-25,38,9,29,838.9,-101.0,-5.78,-0.5,0.4,-0.9,3.5,2.5,0.9,3.0,-8.78
Andrew Wiggins,Trayce Jackson-Davis,GSW,2024-25,41,19,22,579.0,-81.0,-6.71,1.0,1.4,-0.4,1.2,0.3,0.9,2.2,-8.91
Jerami Grant,Deandre Ayton,POR,2023-24,38,10,28,1035.9,-189.0,-8.76,-0.1,1.0,-1.1,0.3,0.5,-0.2,0.2,-8.96
Javonte Green,Yves Missi,NOP,2024-25,46,9,37,559.2,-165.0,-14.16,-2.2,-2.5,0.3,-3.0,-1.6,-1.4,-5.2,-8.96
Dejounte Murray,Trey Murphy III,NOP,2024-25,26,7,19,710.9,-145.0,-9.79,-1.6,-1.3,-0.3,0.8,2.1,-1.4,-0.8,-8.99
Dejounte Murray,Yves Missi,NOP,2024-25,29,7,22,674.2,-191.0,-13.6,-1.6,-1.3,-0.3,-3.0,-1.6,-1.4,-4.6,-9.0
Zach Collins,Malaki Branham,SAS,2023-24,64,16,48,614.4,-213.0,-16.64,-2.0,-2.0,-0.1,-5.6,-3.4,-2.2,-7.6,-9.04
Bilal Coulibaly,Alex Sarr,WAS,2024-25,45,8,37,1077.0,-360.0,-16.04,-3.7,-3.0,-0.7,-3.3,-2.2,-1.0,-7.0,-9.04
Giannis Antetokounmpo,Bobby Portis,MIL,2023-24,73,45,28,1017.6,-18.0,-0.85,9.0,6.7,2.4,-0.8,0.0,-0.8,8.2,-9.05
Jerami Grant,Shaedon Sharpe,POR,2024-25,39,19,20,743.1,-185.0,-11.95,-1.6,-1.4,-0.3,-1.3,0.0,-1.3,-2.9,-9.05
Collin Sexton,Walker Kessler,UTA,2024-25,48,11,37,1004.8,-165.0,-7.88,-0.6,1.7,-2.3,1.8,1.1,0.7,1.2,-9.08
Mikal Bridges,Brandon Miller,CHA,2023-24,63,15,48,1619.5,-408.0,-12.09,-0.4,0.7,-1.0,-2.6,-0.9,-1.6,-3.0,-9.09
Malcolm Brogdon,Deandre Ayton,POR,2023-24,27,10,17,565.6,-80.0,-6.79,2.0,2.7,-0.7,0.3,0.5,-0.2,2.3,-9.09
Keyonte George,Brice Sensabaugh,UTA,2024-25,59,11,48,661.1,-179.0,-13.0,-2.7,-0.2,-2.5,-1.2,0.4,-1.6,-3.9,-9.1
Zach LaVine,Domantas Sabonis,SAC,2024-25,24,12,12,639.3,-58.0,-4.35,-0.4,1.8,-2.3,5.2,4.2,1.1,4.8,-9.15
Bam Adebayo,Jaime Jaquez Jr.,MIA,2024-25,57,27,30,740.9,-126.0,-8.16,2.0,1.0,1.0,-0.9,-1.4,0.5,1.1,-9.26
Mikal Bridges,Caleb Martin,CHA,2023-24,28,7,21,657.1,-160.0,-11.69,-0.4,0.7,-1.0,-2.0,-2.2,0.2,-2.4,-9.29
Nikola Vučević,Josh Giddey,CHI,2024-25,63,28,35,1429.2,-110.0,-3.69,2.6,2.5,0.1,3.0,1.9,1.1,5.6,-9.29
Bradley Beal,Tyus Jones,PHX,2024-25,52,22,30,734.4,-158.0,-10.33,-1.1,-0.1,-1.0,0.1,1.4,-1.3,-1.0,-9.33
Cameron Johnson,Ziaire Williams,BKN,2024-25,44,17,27,691.9,-123.0,-8.53,3.1,3.5,-0.4,-2.3,-2.2,-0.1,0.8,-9.33
Domantas Sabonis,Malik Monk,SAC,2023-24,72,42,30,1137.8,-53.0,-2.24,6.5,4.0,2.4,0.6,1.5,-1.0,7.1,-9.34
Jalen Green,Nick Smith Jr.,CHA,2024-25,43,11,32,546.6,-166.0,-14.58,0.5,1.1,-0.5,-5.7,-3.2,-2.6,-5.2,-9.38
Johnny Juzang,Brice Sensabaugh,UTA,2024-25,46,10,36,506.8,-136.0,-12.88,-2.3,-0.9,-1.4,-1.2,0.4,-1.6,-3.5,-9.38
Jose Alvarado,Yves Missi,NOP,2024-25,48,16,32,608.6,-175.0,-13.8,-1.4,-0.6,-0.8,-3.0,-1.6,-1.4,-4.4,-9.4
Tyler Herro,Jaime Jaquez Jr.,MIA,2024-25,58,28,30,793.0,-120.0,-7.26,3.1,3.8,-0.7,-0.9,-1.4,0.5,2.2,-9.46
Ziaire Williams,Keon Johnson,BKN,2024-25,59,20,39,860.8,-271.0,-15.11,-2.3,-2.2,-0.1,-3.3,-3.1,-0.1,-5.6,-9.51
Kevin Durant,Bradley Beal,PHX,2024-25,42,20,22,1040.2,-161.0,-7.43,3.2,3.9,-0.7,-1.1,-0.1,-1.0,2.1,-9.53
Nikola Vučević,Torrey Craig,CHI,2023-24,51,20,31,658.1,-157.0,-11.45,0.1,0.8,-0.7,-2.0,-1.8,-0.2,-1.9,-9.55
Anfernee Simons,Deandre Ayton,POR,2024-25,39,16,23,892.9,-194.0,-10.43,-0.1,1.5,-1.5,-0.7,-0.3,-0.4,-0.8,-9.63
Jonathan Mogbo,Jamison Battle,TOR,2024-25,50,15,35,501.3,-145.0,-13.88,-1.9,-2.9,1.0,-2.3,-0.9,-1.3,-4.2,-9.68
Jaren Jackson Jr.,Ziaire Williams,MEM,2023-24,41,16,25,566.8,-163.0,-13.8,0.4,0.0,0.4,-4.5,-4.0,-0.4,-4.1,-9.7
Jordan Poole,Bilal Coulibaly,WAS,2024-25,50,11,39,1373.7,-373.0,-13.03,0.4,2.0,-1.6,-3.7,-3.0,-0.7,-3.3,-9.73
Anfernee Simons,Matisse Thybulle,POR,2023-24,40,10,30,567.5,-106.0,-8.97,0.2,2.7,-2.5,0.6,-2.8,3.4,0.8,-9.77
Scottie Barnes,Jamal Shead,TOR,2024-25,57,24,33,623.4,-149.0,-11.47,2.4,1.5,0.9,-4.1,-3.2,-0.9,-1.7,-9.77
D'Angelo Russell,Nic Claxton,BKN,2024-25,27,9,18,508.8,-104.0,-9.81,-0.4,0.0,-0.4,0.4,-1.1,1.5,0.0,-9.81
Tyus Jones,Daniel Gafford,WAS,2023-24,45,9,36,1073.1,-185.0,-8.27,0.7,1.5,-0.9,0.9,-0.2,1.1,1.6,-9.87
Jerami Grant,Matisse Thybulle,POR,2023-24,53,16,37,772.5,-151.0,-9.38,-0.1,1.0,-1.1,0.6,-2.8,3.4,0.5,-9.88
Nic Claxton,Jalen Wilson,BKN,2024-25,68,20,48,846.7,-236.0,-13.38,0.4,-1.1,1.5,-3.9,-2.6,-1.3,-3.5,-9.88
Grayson Allen,Drew Eubanks,PHX,2023-24,66,36,30,521.6,-107.0,-9.85,1.3,1.1,0.1,-1.2,-2.0,0.8,0.1,-9.95
Javonte Green,Trey Murphy III,NOP,2024-25,34,7,27,513.9,-122.0,-11.4,-2.2,-2.5,0.3,0.8,2.1,-1.4,-1.4,-10.0
LeBron James,Luka Dončić,LAL,2024-25,23,15,8,566.8,24.0,2.03,5.6,4.9,0.7,6.5,5.5,1.1,12.1,-10.07
Cedi Osman,Victor Wembanyama,SAS,2023-24,63,16,47,520.8,-78.0,-7.19,-2.1,-1.7,-0.3,5.2,1.9,3.3,3.1,-10.29
